"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"South Carolina"	"45"	"Jan., 2018"	"2018/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2018"	"2018/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	136	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2018"	"2018/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	270	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2018"	"2018/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2018"	"2018/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2018"	"2018/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2018"	"2018/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	268	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2018"	"2018/03"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2018"	"2018/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	86	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2018"	"2018/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2018"	"2018/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	238	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2018"	"2018/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2018"	"2018/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2018"	"2018/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	55	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2018"	"2018/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	268	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2018"	"2018/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2018"	"2018/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2018"	"2018/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2018"	"2018/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	215	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2018"	"2018/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2018"	"2018/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2018"	"2018/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2018"	"2018/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	228	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2018"	"2018/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2018"	"2018/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2018"	"2018/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2018"	"2018/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	225	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2018"	"2018/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2018"	"2018/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2018"	"2018/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2018"	"2018/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	189	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2018"	"2018/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2018"	"2018/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2018"	"2018/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2018"	"2018/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	259	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2018"	"2018/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2018"	"2018/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2018"	"2018/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2018"	"2018/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	229	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2018"	"2018/11"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2018"	"2018/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2018"	"2018/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	79	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2018"	"2018/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	264	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2018"	"2018/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2018"	"2018/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2019"	"2019/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2019"	"2019/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	281	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2019"	"2019/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2019"	"2019/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2019"	"2019/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2019"	"2019/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	271	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2019"	"2019/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2019"	"2019/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2019"	"2019/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2019"	"2019/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	275	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2019"	"2019/03"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2019"	"2019/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2019"	"2019/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2019"	"2019/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	239	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2019"	"2019/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2019"	"2019/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2019"	"2019/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2019"	"2019/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	267	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2019"	"2019/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2019"	"2019/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2019"	"2019/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2019"	"2019/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	231	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2019"	"2019/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2019"	"2019/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2019"	"2019/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2019"	"2019/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	223	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2019"	"2019/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2019"	"2019/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	73	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2019"	"2019/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2019"	"2019/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	186	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2019"	"2019/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2019"	"2019/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2019"	"2019/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2019"	"2019/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	197	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2019"	"2019/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2019"	"2019/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2019"	"2019/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	50	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2019"	"2019/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	202	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2019"	"2019/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2019"	"2019/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	73	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2019"	"2019/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2019"	"2019/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	245	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2019"	"2019/11"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2019"	"2019/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2019"	"2019/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2019"	"2019/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	282	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2019"	"2019/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2019"	"2019/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	89	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2020"	"2020/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	100	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2020"	"2020/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	302	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2020"	"2020/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2020"	"2020/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	100	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2020"	"2020/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	95	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2020"	"2020/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	288	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2020"	"2020/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2020"	"2020/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2020"	"2020/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2020"	"2020/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	265	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2020"	"2020/03"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2020"	"2020/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	112	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2020"	"2020/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	65	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2020"	"2020/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	251	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2020"	"2020/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2020"	"2020/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2020"	"2020/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2020"	"2020/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	248	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2020"	"2020/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2020"	"2020/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2020"	"2020/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2020"	"2020/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	244	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2020"	"2020/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2020"	"2020/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2020"	"2020/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2020"	"2020/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	237	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2020"	"2020/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2020"	"2020/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2020"	"2020/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2020"	"2020/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	230	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2020"	"2020/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2020"	"2020/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2020"	"2020/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2020"	"2020/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	259	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2020"	"2020/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2020"	"2020/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2020"	"2020/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2020"	"2020/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	241	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2020"	"2020/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2020"	"2020/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2020"	"2020/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	52	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2020"	"2020/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	218	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2020"	"2020/11"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2020"	"2020/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	86	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2020"	"2020/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	55	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2020"	"2020/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	248	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2020"	"2020/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2020"	"2020/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	95	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2021 "	"2021/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2021 "	"2021/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	293	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2021 "	"2021/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2021 "	"2021/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	101	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2021 "	"2021/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2021 "	"2021/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	230	Not Applicable	Not Applicable	Not Applicable	Not Applicable
